ID,DartingDate,KayCode,CodeNumberOnSamples,TUCB,A4UCB,T,P,C,E,A,LH,STRESSCA,NIPS,IGF,IGF06,TESTES,Notes,BODY,SHOULDER,WT,PM3,MOTOBABE,RANK,TENURE,AGEMO,SEX,MO,YR,REPCON,REPCAT,SOCCAT
nola,6/2/01,380,,,,0.099,0.1,0.79,0,,0.21,1,,,314,,,,,,,,,,8.25,F,6,2001,bado,,RJF
hrp,6/5/01,331,,,,0.039,,2.6,,,0.82,,,,149,,,,,,,,,,11.25,M,6,2001,bado,,JNM
day,6/9/01,317,,2.349999905,2.200000048,1.915,,0.56,,,0.45,,,,103,,,,,,,,,3,,M,6,2001,ok,,LTI
ali,6/17/01,253,,1.200000048,7.119999886,0.126,33.3,7.96,160,,0.39,2,,,233,,,,,,,-1.1,5,,46.5,F,6,2001,preg,,RAF
chob,6/19/01,328,,,,0,,6.82,,,1.67,,,,278,,,,,,,,,,18.5,M,6,2001,bado,,JNM
ftsaf,6/22/01,375,,,,0,0,0.6,0,,1.06,,,,,,,,,,,,,,,F,6,2001,bado,,
tang,6/22/01,381,,,,0.081,0.3,0.87,0,,0.39,1,,,466,,,,,,,,,,11.5,F,6,2001,bado,,RJF
bass,6/23/01,319,,,,0,0,0.71,0,,0.27,1,,,280,,,,,,,,,,12,F,6,2001,bado,,RJF
rub,12/30/00,261,,,,0,,0.78,,,1.37,,,,163,,,,,,,,,,37.5,M,12,2000,,,ANM
jj,8/28/01,106,,,,0.29,81.9,2.5,23.8,,0.44,,41.4,,170,,,98.5,79.5,62,16.3,-2.8,,,107.5,F,8,2001,preg,,RAF
nick,8/29/01,226,,,,4,,9.6,,,0.32,,,,97,2692,,84,79,48.6,15.5,,,,,M,8,2001,OK,,LTI
nxn,9/3/01,347,,,,0,,1.6,,,0.72,,,,526,820.9,,71.5,65,27.2,,,,,11,M,9,2001,BADO,,JNM
chad,9/4/01,348,,,,0.003,,0.8,,,0.65,,,,313,758.73,,66.5,61,20.2,,,,,8.5,M,9,2001,BADO,,JNM
adon,2/8/02,355,,,,0.07,0.1,3.8,2.5,,0.35,,,,349,,,75,67,32.4,,,,,11.5,F,2,2002,BADO,,RJF
mrph,2/8/02,197,,,,0.35,60.8,2.1,137.5,,0.38,,,,274,,,97,76,59.8,12.04,-1.5,1,,67.5,F,2,2002,PREG,,RAF
coo,2/26/02,272,,,,0.19,34,3.6,12,,0.5,,,,171,,,94,74,48.6,17.23,-2.5,,,38.75,F,2,2002,PREG,,RAF
yoda,3/10/02,353,,,,0,4,8.8,5.5,,0.58,,13.06,,219,,,72.5,64,23.4,,,,,9.25,F,3,2002,BADO,,RJF
dal,3/20/02,359,,,,0.4,,1.3,,,0.28,,,,170,1223.3,,95.5,75,47.2,16.85,,,,,M,3,2002,OK,,STI
jut,4/23/02,267,,,,0.1,1,4.7,7.2,,0.46,,,,172,,,105,74,51.8,18.15,1,,,40.75,F,4,2002,lact,,RAF
M383,4/25/02,383,,,,1.9,,1.2,,,0.45,,,,,1166,,99,81,52.6,14.55,,,,,M,4,2002,OK,,
mali,5/25/02,213,,,,0.007,2.4,16.5,9.7,,0.27,,37.65,,151,,,98,83,54,17.8,-3.16,,,67.5,F,5,2002,PREG,,RAF
F382,5/27/02,382,,,,0.02,0.8,1.6,9.7,,2.26,,31.35,,,,,94.5,81.5,49.6,16.5,,,,,F,5,2002,LACT,,
cmo,5/28/02,800,,,,0,0.3,10.1,10.4,,0.61,,25.94,,,,,95.5,82,66,19,,,,,F,5,2002,,,RAF
bim,5/29/02,703,,,,0.1,,0.2,,,0.24,,,,,728.72,,86,71.5,32.2,18.25,,,,,M,5,2002,BADO,,
sclw,5/30/02,704,,,,0.9,,2,,,0.6,,,,,956.2,,97,79,47,16.5,,,,,M,5,2002,OK,,
shb,6/2/02,362,,,,0,,5.7,,,0.24,,,,108,571.88,,80,68.5,25.8,18.2,,,,14.75,M,6,2002,BADO,,JNM
nav,6/2/02,100,,,,0.03,0.8,0.7,10.6,,0.19,,37.92,,85,,,104,79.5,52,14.8,,,,102,F,6,2002,LACT,,RAF
bht,6/6/02,798,,,,0.03,0.9,9.6,10,,0.22,,59.4,,,,,101,80.5,55.8,15.7,,,,,F,6,2002,LACT,,
bacc,6/16/02,329,,,,0,,0.3,,,1.73,,,,178,702.3,,86.5,74,34.8,19.9,,,,26,M,6,2002,BADO,,JNM
irmd,6/25/02,797,,,,0.1,0.7,0.4,13.1,,0.54,,38.3,,,,,100.5,77,64.8,15.6,,,,,F,6,2002,lact,,JNM
mac,6/26/02,356,,,,0.02,0.07,0.2,11.2,,0.33,,8.29,,500,,,77.5,66,24.8,5.86,,,,9.5,F,6,2002,bado,,RJF
binky,6/27/02,796,,,,0.1,0.06,0.6,6.1,,0.41,,4.7,,,,,88,72,37.5,19.15,,,,,F,6,2002,BADO,,
mbi,6/30/02,795,,,,0.7,,10.1,,,0.35,,,,136,1572.4,,91.5,74,47,16.73,,,,,M,6,2002,OK,,
F374,7/2/02,374,,,,0.16,43.4,3.2,82.7,,0.26,,37.1,,,,,106.45,80,50.2,18.45,,,,,F,7,2002,,,
oear,7/4/02,992,,,,0,,0.1,,,1.09,,,,318,1043.5,,84.5,69,33.6,18.7,,,,,M,7,2002,BADO,,JNM
kv,7/6/02,793,,,,0.07,0.6,0.05,8,,0.19,,45.4,,,,,97,79.5,52.8,18.5,5,,,,F,7,2002,lact,,RAF
oke,7/6/02,244,,,,0,0.6,0.08,8.4,,0.24,,27.1,,261,,,99,76,46.6,15.9,-2.9,,,55.3,F,7,2002,PREG,,RAF
boa,7/9/02,705,,,,0,,0.08,,,0.29,,,,303,487.2,,74,64,22.1,6.15,,,,11.66,M,7,2002,BADO,,JNM
cr,12/6/01,108,,,,0.007,0.5,1.1,5,,0.26,,,,123,,,,,,,,,,,F,12,2001,,,
chw,8/13/01,304,298,,,0.06,0.1,0.3,15.9,,0.48,,,,554,,,,,,,,,,,F,8,2001,,,
hml,12/9/01,230,,,,0.0002,1,2.3,9.3,,0.46,,,,127,,,,,,,,,,,F,12,2001,,,LTI
whh,7/24/01,248,,,,0,0.4,8.5,11.6,,0.32,,,,326,,,,,,,,,,,F,7,2001,,,
sud,10/22/01,334,,,,0,0.9,14.9,12,,3.64,,,,426,,,,,,,,,,,F,10,2001,,,
zc,10/24/01,351,,,,0.01,2,7.6,7.3,,4.85,,,,453,,,,,,,,,,,F,10,2001,,,
kier,11/7/01,352,,,,0,0.4,2.6,6.7,,0.86,,,,434,,,,,,,,,,,F,11,2001,,,
nana,7/27/01,384,,,,0.07,1.5,7.3,11.4,,0.56,,,,165,,,,,,,,,,,F,7,2001,,,RAF
nana,11/23/01,384,,,,0.41,84.5,2.3,282.8,,0.33,,,,340,,,,,,,,,,,F,11,2001,,,RAF
back,7/30/01,417,,,,0.11,0.7,0.05,10.4,,1.17,,,,181,,,,,,,,,,,F,7,2001,,,
pisa,8/19/01,277,,,,2.7,,0.8,,,0.48,,,,130,,,,,,,,,,,M,8,2001,,,LTI
ktn,8/2/01,335,,,,0,,1.2,,,0.17,,,,477,,,,,,,,,,,M,8,2001,,,
dow,8/5/01,336,,,,0.01,,0.1,,,0.49,,,,628,,,,,,,,,,,M,8,2001,,,RAF
mrs,8/16/01,337,,,,0.01,,0.1,,,0.22,,,,395,,,,,,,,,,,M,8,2001,,,RJF
kdy,10/24/01,338,,,,0.01,,13.2,,,0.23,,,,265,,,,,,,,,,,M,10,2001,,,
jup,10/20/01,349,,,,0.01,,0.3,,,0.23,,,,204,,,,,,,,,,,M,10,2001,,,RJF
ntz,10/30/01,350,,,,0.005,,23.6,,,0.19,,,,185,,,,,,,,,,,M,10,2001,,,JNM
arlo,11/13/01,354,,,,0,,0.7,,,3.06,,,,265,,,,,,,,,,,M,11,2001,,,
arm,7/14/01,386,,,,0.01,,3.2,,,0.26,,,,,,,,,,,,,,,M,7,2001,,,
maxim,7/8/01,387,,,,2.1,,0.2,,,0.49,,,,229,,,,,,,,,,,M,7,2001,,,
bail,2/17/03,97,,,,0.6,154.8,9,178,0,0.38,,,,656,,,,,,,-0.86,,,,F,2,2003,PREG,,
mp,2/7/03,145,,,,0.06,1,5.4,8,0,0.34,,,,119,,,,,,,,,,,F,2,2003,LACT,,
oke,9/14/02,244,,,,0.3,48.4,0.75,47,0,0.1,,,,202,,,,,,,,,,,F,9,2002,,,
ath,7/14/03,286,,,,0.3,84.8,4.8,217,0,0.25,,,,362,,,,,,,-1.03,,,,F,7,2003,PREG,,
moil,9/27/02,365,,,,0,,12.8,,0,0.25,,,,303,,,,,,,,,,,M,9,2002,BADO,,
osl,2/12/03,366,,,,0.4,,0.5,,0,0.26,,,,114,,,,,,,,,,,M,2,2003,OK,,
ro,10/6/02,373,,,,0.02,,1,,0,0.26,,,,,,,,,,,,,,,M,10,2002,OK,,
wnd,1/30/04,446,,,,0.389,64.4,2.6,83,,0.13,,,,479,,,,,,,-1.3,,,,F,1,2004,preg,,
art,1/12/04,323,,,,0.553,136.5,8.9,333,,0.03,,,,356,,,,,,,-1.2,,,,F,1,2004,PREG,,
len,1/9/04,738,,,,0.09,,21.4,,,0.09,,,,335,,,,,,,,,,,M,1,2004,BADO,,
mnr,10/4/03,718,,,,0.18,,0.3,,,0.016,,,,380,,,,,,,,,,,M,10,2003,BADO,,
jeb,10/20/03,877,,,,0.04,,1.8,,,0.37,,,,170,,,,,,,,,,,M,10,2003,OK,,
corc,6/13/04,784,,,,1.296,,0.4,,,0.13,,,,141,,,,,,,,,,,M,6,2004,OK,,
mos,12/31/03,749,,,,0.14,0.2,1.4,0,,0.27,,,,482,,,,,,,,,,,F,12,2003,BADO,,
adon,12/20/03,355,,,,0.118,29.2,1.1,53,,0.02,,,,301,,,,,,,-1.3,,,,F,12,2003,PREG,,
tia,12/30/03,748,,,,0.099,0.07,0.5,0,,0.06,,,,542,,,,,,,,,,,F,12,2003,BADO,,
rpal,6/11/04,783,,,,0.02,,3.9,,,0.14,,,,216,,,,,,,,,,,M,6,2004,BADO,,
tini,5/21/04,504,,,,0.79,,8.8,,,1,,,,397,,,,,,,,,,,M,5,2004,BADO,,
cous,4/16/04,728,,,,0.025,,3.4,,,0.24,,,,99,,,,,,,,,,,M,4,2004,BADO,,
pch,1/10/04,739,,,,0.067,0.8,13,0,,0.6,,,,222,,,,,,,,,,,F,1,2004,LACT,,
kik,1/27/04,747,,,,0.102,,22.2,,,0,,,,504,,,,,,,,,,,M,1,2004,BADO,,
ffl,5/30/04,731,,,,0.169,,13.4,,,0.06,,,,182,,,,,,,,,,,M,5,2004,BADO,,
mge,6/15/04,733,,,,0.529,,0.2,,,0.75,,,,361,,,,,,,,,,,M,6,2004,BADO,,
cash,1/26/04,879,,,,0,0.05,0.4,0,,0.1,,,,648,,,,,,,,,,,F,1,2004,BADO,,
ade,4/6/03,787,,,,0.6,,0.25,,0,0.24,,,,259,,,,,,,,,,,M,4,2003,OK,,
tin,6/18/03,791,,,,0.1,,0.7,,0,0.16,,,,171,,,,,,,,,,,M,6,2003,OK,,
loin,2/9/03,792,,,,0,,13.5,,0,0.2,,,,268,,,,,,,,,,,M,2,2003,BADO,,
fld,6/10/03,801,,,,0.05,,5.7,,0,0.24,,,,197,,,,,,,,,,,M,6,2003,BADO,,
M851,2/17/03,851,,,,1,,31.1,,0,0.33,,,,,,,,,,,,,,,M,2,2003,OK,,
lski,5/29/03,878,,,,0.4,,8.3,,0,0.21,,,,237,,,,,,,,,,,M,5,2003,OK,,
sht,3/30/03,880,,,,1.1,,0.25,,0,0.22,,,,195,,,,,,,,,,,M,3,2003,OK,,
mng,12/25/02,881,,,,0.03,,0.34,,0,0.22,,,,202,,,,,,,,,,,M,12,2002,OK,,
com,12/18/02,883,,,,0.06,1.3,10.3,5.4,0,0.46,,,,381,,,,,,,,,,,F,2,2002,BADO,,
inv,12/16/02,884,,,,0.05,0.8,4.1,5,0,0.23,,,,316,,,,,,,,,,,F,12,2002,BADO,,
trt,12/24/02,885,,,,0.03,,0.25,,0,0.32,,,,305,,,,,,,,,,,M,12,2002,BADO,,
dsn,8/8/03,886,,,,0.1,42,8.2,24,0,0.56,,,,218,,,,,,,-2.2,,,,F,8,2003,PREG,,
lph,11/30/02,892,,,,0.04,,0.45,,0,0.84,,,,329,,,,,,,,,,,M,11,2002,BADO,,
wiz,11/9/02,893,,,,0,,0.4,,0,0.23,,,,357,,,,,,,,,,,M,11,2002,OK,,
mre,10/21/02,895,,,,0,0.4,0.1,2,0,0.21,,,,739,,,,,,,,,,,F,10,2002,BADO,,
sdi,10/16/02,896,,,,0.02,0.4,0.8,1,0,0.35,,,,440,,,,,,,,,,,F,10,2002,BADO,,
bft,10/11/02,897,,,,0.2,,0.75,,0,0.28,,,,,,,,,,,,,,,M,10,2002,OK,,
ben,10/7/02,898,,,,0,,5.1,,0,0.3,,,,171,,,,,,,,,,,M,10,2002,BADO,,
wnd,8/28/02,446,,,,0.2,32.2,0.8,19,0,0.28,,,,,,,,,,,,,,,F,8,2002,lact,,
lbg,7/14/02,900,,,,0.8,,0.5,,0,0.32,,,,274,,,,,,,,,,,M,7,2002,OK,,
nana,4/6/03,384,,,,0.06,17,1,12,0,0.43,,,,191,,,,,,,,,,,F,4,2003,LACT,,
mln,11/9/02,706,,,,0.03,,0.5,,0,0.17,,,,245,,,,,,,,,,,M,11,2002,OK,,
chac,9/6/02,477,,,,0,0.7,0.2,7,0,0.26,,,,290,,,,,,,,,,,F,9,2002,bado,,
eco,2/10/03,486,,,,0.6,198.3,14.3,577,0,0.32,,,,324,,,,,,,-0.5,,,,F,2,2003,preg,,
eco,10/26/02,486,,,,0,12,0.25,4,0,0.36,,,,193,,,,,,,,,,,F,10,2002,lact,,
thor,12/15/02,710,,,,0.03,1.7,7,7,0,0.21,,,,179,,,,,,,,,,,F,12,2002,BADO,,
rslg,7/11/03,711,,,,0,,0.3,,0,0.29,,,,384,,,,,,,,,,,M,7,2003,BADO,,
cnet,7/7/03,713,,,,0,,0.35,,0,0.15,,,,295,,,,,,,,,,,M,7,2003,BADO,,
cnti,7/11/03,714,,,,0,0.2,2.2,6,0,0.16,,,,537,,,,,,,,,,,F,7,2003,BADO,,
wrl,7/29/03,716,,,,0,,0.07,,0,0.19,,,,269,,,,,,,,,,,M,7,2003,BADO,,
mls,10/21/03,876,,,,0.056,0.1,0.6,0,,0.35,,,,632,,,,,,,,,,,F,10,2003,BADO,,
zc,1/1/04,351,,,,0.137,37.1,6.5,43,,0.17,,,,361,,,,,,,-1.5,,,,F,1,2004,PREG,,
port,6/16/04,368,,,,2.128,0.07,1,2,,0.31,,,,131,,,,,,,,,,,M,6,2004,OK,,
mrph,12/25/03,197,,,,0.078,1.5,6.4,0,,,,,,135,,,,,,,,,,,F,12,2003,LACT,,
slm,5/18/04,472,,,,0.032,,2,,,0.19,,,,167,,,,,,,,,,,M,5,2004,OK,,
tbo,9/24/03,870,,,,0.121,,1,,,0.07,,,,570,,,,,,,,,,,M,9,2003,BADO,,
mdsn,9/22/03,717,,,,0,,14,,,1.67,,,,400,,,,,,,,,,,M,9,2003,BADO,,
pla,12/13/03,719,,,,0.034,,0.5,,,0.2,,,,338,,,,,,,,,,,M,12,2003,BADO,,
alum,4/29/04,730,,,,0,,3.2,,,1.91,,,,110,,,,,,,,,,,M,4,2004,BADO,,
csac,5/21/04,724,,,,0.021,,0.3,,,0.62,,,,204,,,,,,,,,,,M,5,2004,BADO,,
vgs,2/16/04,225,,,,0.352,,8.4,,,,,,,92,,,,,,,,,,,M,2,2004,OK,,
dio,6/4/04,732,,,,0.036,0.4,0.9,3.1,,0.17,,,,240,,,,,,,,,,,F,6,2004,LACT,,
tch,6/10/04,785,,,,0.277,0.1,0.2,0,,0.34,,,,461,,,,,,,,,,,F,6,2004,BADO,,
hex,1/4/04,727,,,,,,,,,0.03,,,,410,,,,,,,,,,,F,1,2004,BADO,,
gura,7/27/05,767,,,,,,,,,1.25,,,,418,,,,,,,,,,,M,7,2005,,,
hrm,6/10/05,776,,,,,,,,,0,,,,341,,,,,,,,,,,M,6,2005,,,
ger,4/14/05,82,,,,,,,,,0.33,,,,113,,,,,,,,,,,F,4,2005,,,
ldv,5/10/05,237,,,,,,,,,,,,,209,,,,,,,,,,,M,5,2005,ok,,
csn,12/4/04,249,,,,,,,,,0.24,,,,163,,,,,,,,,,,F,12,2004,,,
cida,7/30/05,729,,,,,,,,,1.19,,,,302,,,,,,,,,,,M,7,2005,,,
det,7/16/05,734,,,,,,,,,0.1,,,,110,,,,,,,,,,,M,7,2005,ok,,
oak,12/23/04,640,,,,,,,,,,,,,287,,,,,,,,,,,M,12,2004,ok,,
bsl,11/6/04,750,,,,,,,,,0.6,,,,537,,,,,,,,,,,F,11,2004,,,
luo,12/6/04,751,,,,,,,,,0.9,,,,361,,,,,,,,,,,M,12,2004,,,
guci,11/22/04,753,,,,,,,,,1.02,,,,773,,,,,,,,,,,F,11,2004,,,
pnc,6/29/05,757,,,,,,,,,0.04,,,,369,,,,,,,,,,,M,6,2005,,,
ctz,5/5/05,758,,,,,,,,,1.4,,,,349,,,,,,,,,,,F,5,2005,,,
bgl,6/12/05,761,,,,,,,,,1.17,,,,423,,,,,,,,,,,M,6,2005,,,
wig,3/9/05,766,,,,,,,,,0.4,,,,2790,,,,,,,,,,,M,3,2005,,,
nkta,5/27/05,720,,,,,,,,,1.49,,,0,0,,,,,,,,,,,F,5,2005,,,
